Sample_name	Code	State	City	Location	catchment	Sampler_Start_Date	Sampler End Date	Arrival date	Simplified_date	Sample_Group	Legacy_samples	Ct_N1	Mean	Breadth	Read_count	Bad_quality	Comments	Mean_galaxy	Breadth_galaxy	Read_count_galaxy
G421	22X	Arizona	Gilbert	Gilbert Greenfiled	Greenfield MS	2022-04-18	2022-04-19	2022-04-19		Batch9		31.494						499.956	82.791	122497
B374	34X	Washington	Sequim	Sequim	Sunland Water District	2022-04-25	2022-04-26	2022-04-27		Batch9		31.183						470.144	83.8344	118291
3868	12X	Arizona	Tempe	TP03	TP03	2022-05-09	2022-05-10	2022-05-10		Batch9		32.949						135.505	83.9715	34517
B380	4X	New Mexico	Farmington	Farmington	Farmington WWTP	2022-04-25	2022-04-26	2022-04-27		Batch9		32.825						412.362	84.3761	112903
3871	15X	Arizona	Tempe	Rural	Rural	2022-05-09	2022-05-10	2022-05-10		Batch9		34.288						814.543	84.4999	208799
B385	37X	Texas	Houston	69th Street	69th Street	2022-05-09	2022-05-10	2022-05-10		Batch9		32.148						255.635	84.55	61137
3717	10X	Arizona	Tempe	TP01	TP01	2022-04-11	2022-04-12	2022-04-12		Batch9		31.919						120.014	84.5902	28353
B358	3X	Oregon	Dallas	Dallas	City of Dallas WRF	2022-04-11	2022-04-12	2022-04-13		Batch9		33.307						431.26	85.1252	110069
B369	37X	Texas	Houston	69th Street	69th Street	2022-04-25	2022-04-26	2022-04-27		Batch9		33.92						257.167	85.9646	66448
B352	37X	Texas	Houston	69th Street	69th Street	2022-04-11	2022-04-11	2022-04-13		Batch9		33.288						306.807	86.5131	76378
3725	24X	Arizona	Tempe	TP07	Downtown/TP07	2022-04-11	2022-04-12	2022-04-12		Batch9		31.255						447.265	86.6201	110417
B377	3X	Oregon	Dallas	Dallas	City of Dallas WRF	2022-04-25	2022-04-26	2022-04-27		Batch9		30.235						901.66	87.5899	226170
B390	25X	Illinois	Carol Stream	Carol Stream	Carol Stream WRC	2022-05-09	2022-05-10	2022-05-10		Batch9		31.171						582.492	88.2219	144436
B368	9X	Arizona	Scottsdale	Scottsdale	COS Scottsdale	2022-04-19	2022-04-20	2022-04-20		Batch9		30.69						352.589	88.9978	87192
3866	10X	Arizona	Tempe	TP01	TP01	2022-05-09	2022-05-10	2022-05-10		Batch9		32.879						520.323	89.5663	127029
3803	17X	Arizona	Guadalupe	Guadalupe	Guadalupe	2022-04-25	2022-04-26	2022-04-26		Batch9		32.232						380.281	89.9442	104430
B393	2X	Washington	Des Moines	DesMoines	Midway Sewer District	2022-05-09	2022-05-10	2022-05-10		Batch9		29.566						541.039	90.118	130378
B359	25X	Illinois	Carol Stream	Carol Stream	Carol Stream WRC	2022-04-11	2022-04-12	2022-04-13		Batch9		31.956						226.439	90.6297	61409
B376	2X	Washington	Des Moines	DesMoines	Midway Sewer District	2022-04-25	2022-04-26	2022-04-27		Batch9		30.622						860.952	90.9441	208074
B363	23X	Oregon	Ontario	Ontario	Ontario City Inf	2022-04-11	2022-04-12	2022-04-13		Batch9		31.895						570.368	91.0143	149053
B362	32X	Oregon	Gresham	Gresham	Gresham WWTP	2022-04-11	2022-04-12	2022-04-13		Batch9		31.113						990.945	92.0075	244332
3814	24X	Arizona	Tempe	TP07	Downtown/TP07	2022-04-27	2022-04-28	2022-04-28		Batch9		30.498						1591.42	93.6394	384468
3870	14X	Arizona	Tempe	TP05	TP05	2022-05-09	2022-05-10	2022-05-10		Batch9		31.686						394.681	94.3919	101551
3869	13X	Arizona	Tempe	TP04	TP04	2022-05-09	2022-05-10	2022-05-10		Batch9		32.691						700.843	94.4621	173015
3873	17X	Arizona	Guadalupe	Guadalupe	Guadalupe	2022-05-09	2022-05-10	2022-05-10		Batch9		30.597						3199.49	95.2379	754396
B384	9X	Arizona	Scottsdale	Scottsdale	COS Scottsdale	2022-05-03	2022-05-03	2022-05-04		Batch9		31.934						1589.75	95.8499	377831
B361	2X	Washington	Des Moines	DesMoines	Midway Sewer District	2022-04-11	2022-04-12	2022-04-13		Batch9		29.916						1281.94	95.9068	312182
B375	32X	Oregon	Gresham	Gresham	Gresham WWTP	2022-04-25	2022-04-26	2022-04-27		Batch9		29.481						4544.7	96.2646	1095564
B365	5X	Washington	Des Moines	Redondo	Redondo	2022-04-11	2022-04-12	2022-04-13		Batch9		31.658						1300.78	96.2713	320498
3867	11X	Arizona	Tempe	TP02	TP02	2022-05-09	2022-05-10	2022-05-10		Batch9		31.348						4291.62	97.4718	1022785
B373	25X	Illinois	Carol Stream	Carol Stream	Carol Stream WRC	2022-04-25	2022-04-26	2022-04-27		Batch9		30.917						3276.01	97.6624	782443
B364	8X	New Jersey	Hoboken	NHSA AdamsSt.Hoboken	NHSA Adams St. Hoboken	2022-04-11	2022-04-12	2022-04-13		Batch9		30.776						3885.98	98.3212	916759
3937	10X	Arizona	Tempe	TP01	TP01	2022-05-23	2022-05-24	2022-05-25		Batch10		30.181						2700.26	95.248	654504
3938	11X	Arizona	Tempe	TP02	TP02	2022-05-23	2022-05-24	2022-05-25		Batch10		28.582						447.984	87.8741	117617
3940	13X	Arizona	Tempe	TP04	TP04	2022-05-23	2022-05-24	2022-05-25		Batch10		32.196						265.871	88.6633	65768
3941	14X	Arizona	Tempe	TP05	TP05	2022-05-23	2022-05-24	2022-05-25		Batch10		30.471						343.602	92.6228	93196
3944	24X	Arizona	Tempe	TP07	Downtown/TP07	2022-05-23	2022-05-24	2022-05-25		Batch10		29.817						1322.87	92.4322	325931
3945	17X	Arizona	Guadalupe	Guadalupe	Guadalupe	2022-05-23	2022-05-24	2022-05-25		Batch10		28.551						5474.81	98.6456	1300518
4009	10X	Arizona	Tempe	TP01	TP01	2022-06-06	2022-06-07	2022-06-07		Batch10		31.064						41.1443	61.3718	10044
4019	19X	Arizona	Mesa	ME01	ME01	2022-06-06	2022-06-07	2022-06-07		Batch10		28.349						46.6242	50.3026	11819
B395	7X	Washington	Spokane	Spokane	Spokane County Regional WRF	2022-05-09	2022-05-10	2022-05-11		Batch10		31.92						732.617	91.3788	186043
B396	6X	Washington	Walla Walla	WallaWalla	City of Walla Walla	2022-05-09	2022-05-10	2022-05-11		Batch10		31.727						1253.36	90.6163	315778
B397	3X	Oregon	Dallas	Dallas	City of Dallas WRF	2022-05-09	2022-05-10	2022-05-11		Batch10		31.663						1071.24	90.2953	262312
B398	35X	Washington	Sequim	Sequim Water Reclamation Facility	City of Sequim WRF	2022-05-09	2022-05-10	2022-05-11		Batch10		29.954						2643.57	95.4921	684543
B399	23X	Oregon	Ontario	Ontario	Ontario City Inf	2022-05-09	2022-05-10	2022-05-11		Batch10		31.971						364.228	91.7466	105075
B400	4X	New Mexico	Farmington	Farmington	Farmington WWTP	2022-05-10	2022-05-11	2022-05-12		Batch10		32.498						892.398	95.3282	252045
B401	26X	Kentucky	Louisville	Lousville	Wood Road and Terry Road Site 1593	2022-05-10	2022-05-11	2022-05-13		Batch10		30.079						5135.61	95.2112	1225551
B402	27X	Kentucky	Louisville	Lousville	Ashby Lane and Mill Creek Site 1594	2022-05-10	2022-05-11	2022-05-13		Batch10		31.433						737.474	94.1778	180084
B404	29X	Kentucky	Louisville	Lousville	Preston and South Park 1596	2022-05-10	2022-05-11	2022-05-13		Batch10		31.7						2049.83	95.4821	489839
B405	30X	Kentucky	Louisville	Louisville	Pineland Drive and Oakmount Drive Site 1597	2022-05-10	2022-05-11	2022-05-13		Batch10		32.822						579.437	90.9808	171972
B406	31X	Kentucky	Louisville	Louisville	W. Indian Trail Site 1606	2022-05-10	2022-05-11	2022-05-13		Batch10		34.377						434.358	73.19	144563
B407	9X	Arizona	Scottsdale	Scottsdale	COS Scottsdale	2022-05-17	2022-05-18	2022-05-19		Batch10		29.884						242.4	90.6732	63039
B408	6X	Washington	Walla Walla	WallaWalla	City of Walla Walla	2022-05-23	2022-05-24	2022-05-25		Batch10		32.377						1379.31	95.6961	328282
B409	35X	Washington	Sequim	Sequim Water Reclamation Facility	City of Sequim WRF	2022-05-24	2022-05-24	2022-05-25		Batch10		29.987						4037.33	96.1442	971068
B410	3X	Oregon	Dallas	Dallas	City of Dallas WRF	2022-05-23	2022-05-24	2022-05-25		Batch10		29.973						3235.62	95.9803	761661
B411	4X	New Mexico	Farmington	Farmington	Farmington WWTP	2022-05-23	2022-05-24	2022-05-25		Batch10		31.512						4638.8	95.5489	1113005
B412	32X	Oregon	Gresham	Gresham	Gresham WWTP	2022-05-24	2022-05-24	2022-05-25		Batch10		29.829						22300.8	98.7894	5231202
B413	1X	Georgia	Americus	Americus	Americus Mill Creek WPCF	2022-05-23	2022-05-24	2022-05-25		Batch10		Undetermined						835.143	89.6599	206926
B414	34X	Washington	Sequim	Sequim	Sunland Water District	2022-05-23	2022-05-24	2022-05-25		Batch10		27.829						18296.7	98.7292	4291167
B415	8X	New Jersey	Hoboken	NHSA AdamsSt.Hoboken	NHSA Adams St. Hoboken	2022-05-23	2022-05-24	2022-05-25		Batch10		31.275						1858.72	95.0707	450320
B416	23X	Oregon	Ontario	Ontario	Ontario City Inf	2022-05-23	2022-05-24	2022-05-25		Batch10		30.858						5835.28	96.4017	1384416
B417	7X	Washington	Spokane	Spokane	Spokane County Regional WRF	2022-05-23	2022-05-24	2022-05-25		Batch10		34.916						1339.19	92.0142	375323
B420	25X	Illinois	Carol Stream	Carol Stream	Carol Stream WRC	2022-05-23	2022-05-24	2022-05-25		Batch10		29.01						134.939	64.221	33719
B431	2X	Washington	Des Moines	DesMoines	Midway Sewer District	2022-06-06	2022-06-07	2022-06-08		Batch10		28.088						1170.95	94.1812	283821
B432	35X	Washington	Sequim	Sequim Water Reclamation Facility	City of Sequim WRF	2022-06-06	2022-06-07	2022-06-08		Batch10		29.429						85.3621	65.9599	21267
B433	7X	Washington	Spokane	Spokane	Spokane County Regional WRF	2022-06-06	2022-06-07	2022-06-08		Batch10		29.35						161.113	71.1868	39939
B435	32X	Oregon	Gresham	Gresham	Gresham WWTP	2022-06-06	2022-06-07	2022-06-08		Batch10		29.614						163.329	77.32	39961
B436	25X	Illinois	Carol Stream	Carol Stream	Carol Stream WRC	2022-06-06	2022-06-07	2022-06-08		Batch10		31.183						154.946	81.2828	39585
B437	3X	Oregon	Dallas	Dallas	City of Dallas WRF	2022-06-06	2022-06-07	2022-06-08		Batch10		29.173						878.145	92.3553	214038
B439	5X	Washington	Des Moines	Redondo	Redondo	2022-06-06	2022-06-07	2022-06-08		Batch10		30.364						44.6363	58.6429	10858
G432	22X	Arizona	Gilbert	Gilbert Greenfiled	Greenfield MS	2022-06-07	2022-06-08	2022-06-08		Batch10		28.86						103.335	70.0197	25552
